block_number,eth_price
10000,271.26
20000,271.26
30000,271.26
40000,271.26
50000,271.26
60000,271.26
70000,271.26
80000,271.26
90000,271.26
100000,271.26
110000,271.26
120000,271.26
130000,271.26
140000,271.26
150000,271.26
160000,271.26
170000,271.26
180000,271.26
190000,271.26
200000,271.26
210000,271.26
220000,271.26
230000,271.26
240000,271.26
250000,271.26
260000,271.26
270000,271.26
280000,271.26
290000,271.26
300000,271.26
310000,271.26
320000,271.26
330000,271.26
340000,271.26
350000,271.26
360000,271.26
370000,271.26
380000,271.26
390000,271.26
400000,271.26
410000,271.26
420000,271.26
430000,271.26
440000,271.26
450000,271.26
460000,271.26
470000,271.26
480000,271.26
490000,271.26
500000,271.26
510000,271.26
520000,271.26
530000,271.26
540000,271.26
550000,271.26
560000,271.26
570000,271.26
580000,271.26
590000,271.26
600000,271.26
610000,271.26
620000,271.26
630000,271.26
640000,271.26
650000,271.26
660000,271.26
670000,271.26
680000,271.26
690000,271.26
700000,271.26
710000,271.26
720000,271.26
730000,271.26
740000,271.26
750000,271.26
760000,271.26
770000,271.26
780000,271.26
790000,271.26
800000,271.26
810000,271.26
820000,271.26
830000,271.26
840000,271.26
850000,271.26
860000,271.26
870000,271.26
880000,271.26
890000,271.26
900000,271.26
910000,271.26
920000,271.26
930000,271.26
940000,271.26
950000,271.26
960000,271.26
970000,271.26
980000,271.26
990000,271.26
1000000,271.26
1010000,271.26
1020000,271.26
1030000,271.26
1040000,271.26
1050000,271.26
1060000,271.26
1070000,271.26
1080000,271.26
1090000,271.26
1100000,271.26
1110000,271.26
1120000,271.26
1130000,271.26
1140000,271.26
1150000,271.26
1160000,271.26
1170000,271.26
1180000,271.26
1190000,271.26
1200000,271.26
1210000,271.26
1220000,271.26
1230000,271.26
1240000,271.26
1250000,271.26
1260000,271.26
1270000,271.26
1280000,271.26
1290000,271.26
1300000,271.26
1310000,271.26
1320000,271.26
1330000,271.26
1340000,271.26
1350000,271.26
1360000,271.26
1370000,271.26
1380000,271.26
1390000,271.26
1400000,271.26
1410000,271.26
1420000,271.26
1430000,271.26
1440000,271.26
1450000,271.26
1460000,271.26
1470000,271.26
1480000,271.26
1490000,271.26
1500000,271.26
1510000,271.26
1520000,271.26
1530000,271.26
1540000,271.26
1550000,271.26
1560000,271.26
1570000,271.26
1580000,271.26
1590000,271.26
1600000,271.26
1610000,271.26
1620000,271.26
1630000,271.26
