iter	Passed	Remaining
0	11	1472
1	24	1577
2	34	1460
3	39	1259
4	47	1187
5	53	1097
6	58	1026
7	64	977
8	69	936
9	84	1010
10	88	961
11	94	933
12	100	900
13	105	872
14	110	845
15	115	824
16	117	778
17	122	760
18	126	739
19	131	721
20	135	705
21	141	695
22	143	666
23	150	663
24	155	652
25	156	625
26	160	613
27	165	602
28	169	591
29	174	582
30	185	592
31	190	584
32	195	575
33	200	566
34	204	555
35	209	546
36	214	538
37	216	524
38	221	517
39	226	510
40	234	508
41	235	493
42	241	488
43	247	484
44	252	476
45	259	473
46	264	466
47	268	458
48	273	452
49	278	445
50	287	445
51	292	438
52	299	435
53	304	428
54	307	418
55	312	412
56	314	402
57	319	396
58	324	390
59	329	384
60	333	376
61	338	371
62	343	365
63	349	360
64	354	354
65	357	346
66	364	342
67	369	337
68	374	331
69	383	329
70	384	319
71	386	311
72	392	306
73	399	302
74	404	296
75	409	291
76	415	285
77	416	277
78	422	272
79	426	266
80	429	259
81	434	254
82	438	248
83	443	243
84	448	237
85	451	230
86	453	224
87	456	217
88	461	212
89	463	205
90	467	200
91	471	194
92	479	190
93	481	184
94	489	180
95	490	173
96	494	168
97	499	163
98	504	157
99	509	152
100	513	147
101	514	141
102	519	136
103	525	131
104	530	126
105	538	121
106	543	116
107	549	111
108	554	106
109	557	101
110	561	96
111	563	90
112	566	85
113	570	80
114	576	75
115	587	70
116	593	65
117	595	60
118	600	55
119	604	50
120	609	45
121	614	40
122	618	35
123	623	30
124	627	25
125	632	20
126	636	15
127	641	10
128	645	5
129	650	0
