ZCTA5CE20
10152
10153
10168
11229
11363
11422
10005
10170
10173
10312
11357
11413
10154
10177
10282
10465
11693
10044
10271
11209
11214
11224
11424
10103
10112
10169
10304
11231
11356
11371
10020
10111
10115
11691
11368
11451
11692
10162
10171
10172
10305
10306
10307
11354
11377
11430
10110
10119
10199
10301
11694
10303
10463
10003
10004
10006
10466
10007
10009
10010
10308
10309
10311
10467
10468
10011
10012
10469
10013
10310
10470
10014
10016
10464
10017
10018
10019
10021
10314
10471
10022
10023
10024
10025
10026
10027
10451
10452
10472
10028
10029
10030
10453
10454
10473
10474
10475
10031
10032
10455
10456
10033
10034
10457
10458
10035
10036
10037
10459
10460
10038
10039
10040
10065
10069
10075
10461
10128
10165
10167
10174
10278
10462
10001
10002
10279
10280
10302
11375
11210
11232
11211
11233
11212
11234
11101
11213
11215
11102
11103
11216
11217
11218
11236
11237
11104
11105
11219
11238
11239
11106
11109
11201
11220
11355
11203
11204
11221
11358
11359
11205
11206
11222
11360
11361
11207
11208
11005
11223
11225
11362
11001
11004
11235
11370
11364
11365
11226
11366
11228
11367
11369
11040
11230
11372
11373
11374
11378
11434
11379
11385
11435
11436
11411
11412
11414
11415
11416
11417
11418
11419
11420
11421
11423
11426
11697
11427
11428
11429
11432
11433
11439
11249
