boro_name,borough,B01001_001E,B01001_001M,B01001_001PE,B01001_001PM,B01001_001V,B06008_001E,B06008_001M,B06008_001PE,B06008_001PM,B06008_001V,B06008_002E,B06008_002M,B06008_002PE,B06008_002PM,B06008_002V,B06008_003E,B06008_003M,B06008_003PE,B06008_003PM,B06008_003V,B06008_004E,B06008_004M,B06008_004PE,B06008_004PM,B06008_004V,B06008_005E,B06008_005M,B06008_005PE,B06008_005PM,B06008_005V,B06008_006E,B06008_006M,B06008_006PE,B06008_006PM,B06008_006V,B06012_001E,B06012_001M,B06012_001PE,B06012_001PM,B06012_001V,B06012_002E,B06012_002M,B06012_002PE,B06012_002PM,B06012_002V,B06012_003E,B06012_003M,B06012_003PE,B06012_003PM,B06012_003V,B06012_004E,B06012_004M,B06012_004PE,B06012_004PM,B06012_004V,B08201_002E,B08201_002M,B08201_002PE,B08201_002PM,B08201_002V,B08201_003E,B08201_003M,B08201_003PE,B08201_003PM,B08201_003V,B08201_004E,B08201_004M,B08201_004PE,B08201_004PM,B08201_004V,B08201_005E,B08201_005M,B08201_005PE,B08201_005PM,B08201_005V,B08201_006E,B08201_006M,B08201_006PE,B08201_006PM,B08201_006V,B08201_007E,B08201_007M,B08201_007PE,B08201_007PM,B08201_007V,B08201_013E,B08201_013M,B08201_013PE,B08201_013PM,B08201_013V,B08201_019E,B08201_019M,B08201_019PE,B08201_019PM,B08201_019V,B08201_025E,B08201_025M,B08201_025PE,B08201_025PM,B08201_025V,B19001_001E,B19001_001M,B19001_001PE,B19001_001PM,B19001_001V,B25040_002E,B25040_002M,B25040_002PE,B25040_002PM,B25040_002V,B25040_003E,B25040_003M,B25040_003PE,B25040_003PM,B25040_003V,B25040_004E,B25040_004M,B25040_004PE,B25040_004PM,B25040_004V,B25040_005E,B25040_005M,B25040_005PE,B25040_005PM,B25040_005V,B25040_006E,B25040_006M,B25040_006PE,B25040_006PM,B25040_006V,B25040_007E,B25040_007M,B25040_007PE,B25040_007PM,B25040_007V,B25040_008E,B25040_008M,B25040_008PE,B25040_008PM,B25040_008V,B25040_009E,B25040_009M,B25040_009PE,B25040_009PM,B25040_009V,B25040_010E,B25040_010M,B25040_010PE,B25040_010PM,B25040_010V,DP02_0001E,DP02_0001M,DP02_0001PE,DP02_0001PM,DP02_0001V,DP02_0013E,DP02_0013M,DP02_0013PE,DP02_0013PM,DP02_0013V,DP02_0014E,DP02_0014M,DP02_0014PE,DP02_0014PM,DP02_0014V,DP02_0052E,DP02_0052M,DP02_0052PE,DP02_0052PM,DP02_0052V,DP02_0053E,DP02_0053M,DP02_0053PE,DP02_0053PM,DP02_0053V,DP02_0054E,DP02_0054M,DP02_0054PE,DP02_0054PM,DP02_0054V,DP02_0055E,DP02_0055M,DP02_0055PE,DP02_0055PM,DP02_0055V,DP02_0056E,DP02_0056M,DP02_0056PE,DP02_0056PM,DP02_0056V,DP02_0057E,DP02_0057M,DP02_0057PE,DP02_0057PM,DP02_0057V,DP02_0058E,DP02_0058M,DP02_0058PE,DP02_0058PM,DP02_0058V,DP02_0059E,DP02_0059M,DP02_0059PE,DP02_0059PM,DP02_0059V,DP02_0060E,DP02_0060M,DP02_0060PE,DP02_0060PM,DP02_0060V,DP02_0061E,DP02_0061M,DP02_0061PE,DP02_0061PM,DP02_0061V,DP02_0062E,DP02_0062M,DP02_0062PE,DP02_0062PM,DP02_0062V,DP02_0063E,DP02_0063M,DP02_0063PE,DP02_0063PM,DP02_0063V,DP02_0064E,DP02_0064M,DP02_0064PE,DP02_0064PM,DP02_0064V,DP02_0065E,DP02_0065M,DP02_0065PE,DP02_0065PM,DP02_0065V,DP02_0068E,DP02_0068M,DP02_0068PE,DP02_0068PM,DP02_0068V,DP02_0069E,DP02_0069M,DP02_0069PE,DP02_0069PM,DP02_0069V,DP02_0078E,DP02_0078M,DP02_0078PE,DP02_0078PM,DP02_0078V,DP02_0079E,DP02_0079M,DP02_0079PE,DP02_0079PM,DP02_0079V,DP02_0080E,DP02_0080M,DP02_0080PE,DP02_0080PM,DP02_0080V,DP02_0085E,DP02_0085M,DP02_0085PE,DP02_0085PM,DP02_0085V,DP02_0086E,DP02_0086M,DP02_0086PE,DP02_0086PM,DP02_0086V,DP02_0087E,DP02_0087M,DP02_0087PE,DP02_0087PM,DP02_0087V,DP02_0088E,DP02_0088M,DP02_0088PE,DP02_0088PM,DP02_0088V,DP02_0089E,DP02_0089M,DP02_0089PE,DP02_0089PM,DP02_0089V,DP02_0090E,DP02_0090M,DP02_0090PE,DP02_0090PM,DP02_0090V,DP02_0091E,DP02_0091M,DP02_0091PE,DP02_0091PM,DP02_0091V,DP02_0092E,DP02_0092M,DP02_0092PE,DP02_0092PM,DP02_0092V,DP02_0094E,DP02_0094M,DP02_0094PE,DP02_0094PM,DP02_0094V,DP02_0095E,DP02_0095M,DP02_0095PE,DP02_0095PM,DP02_0095V,DP02_0104E,DP02_0104M,DP02_0104PE,DP02_0104PM,DP02_0104V,DP02_0105E,DP02_0105M,DP02_0105PE,DP02_0105PM,DP02_0105V,DP02_0106E,DP02_0106M,DP02_0106PE,DP02_0106PM,DP02_0106V,DP02_0107E,DP02_0107M,DP02_0107PE,DP02_0107PM,DP02_0107V,DP02_0108E,DP02_0108M,DP02_0108PE,DP02_0108PM,DP02_0108V,DP02_0109E,DP02_0109M,DP02_0109PE,DP02_0109PM,DP02_0109V,DP02_0110E,DP02_0110M,DP02_0110PE,DP02_0110PM,DP02_0110V,DP02_0113E,DP02_0113M,DP02_0113PE,DP02_0113PM,DP02_0113V,DP03_0001E,DP03_0001M,DP03_0001PE,DP03_0001PM,DP03_0001V,DP03_0002E,DP03_0002M,DP03_0002PE,DP03_0002PM,DP03_0002V,DP03_0004E,DP03_0004M,DP03_0004PE,DP03_0004PM,DP03_0004V,DP03_0005E,DP03_0005M,DP03_0005PE,DP03_0005PM,DP03_0005V,DP03_0006E,DP03_0006M,DP03_0006PE,DP03_0006PM,DP03_0006V,DP03_0007E,DP03_0007M,DP03_0007PE,DP03_0007PM,DP03_0007V,DP03_0009E,DP03_0009M,DP03_0009PE,DP03_0009PM,DP03_0009V,DP03_0018E,DP03_0018M,DP03_0018PE,DP03_0018PM,DP03_0018V,DP03_0019E,DP03_0019M,DP03_0019PE,DP03_0019PM,DP03_0019V,DP03_0020E,DP03_0020M,DP03_0020PE,DP03_0020PM,DP03_0020V,DP03_0021E,DP03_0021M,DP03_0021PE,DP03_0021PM,DP03_0021V,DP03_0022E,DP03_0022M,DP03_0022PE,DP03_0022PM,DP03_0022V,DP03_0024E,DP03_0024M,DP03_0024PE,DP03_0024PM,DP03_0024V,DP03_0032E,DP03_0032M,DP03_0032PE,DP03_0032PM,DP03_0032V,DP03_0033E,DP03_0033M,DP03_0033PE,DP03_0033PM,DP03_0033V,DP03_0034E,DP03_0034M,DP03_0034PE,DP03_0034PM,DP03_0034V,DP03_0035E,DP03_0035M,DP03_0035PE,DP03_0035PM,DP03_0035V,DP03_0036E,DP03_0036M,DP03_0036PE,DP03_0036PM,DP03_0036V,DP03_0037E,DP03_0037M,DP03_0037PE,DP03_0037PM,DP03_0037V,DP03_0038E,DP03_0038M,DP03_0038PE,DP03_0038PM,DP03_0038V,DP03_0039E,DP03_0039M,DP03_0039PE,DP03_0039PM,DP03_0039V,DP03_0040E,DP03_0040M,DP03_0040PE,DP03_0040PM,DP03_0040V,DP03_0041E,DP03_0041M,DP03_0041PE,DP03_0041PM,DP03_0041V,DP03_0042E,DP03_0042M,DP03_0042PE,DP03_0042PM,DP03_0042V,DP03_0043E,DP03_0043M,DP03_0043PE,DP03_0043PM,DP03_0043V,DP03_0044E,DP03_0044M,DP03_0044PE,DP03_0044PM,DP03_0044V,DP03_0045E,DP03_0045M,DP03_0045PE,DP03_0045PM,DP03_0045V,DP03_0052E,DP03_0052M,DP03_0052PE,DP03_0052PM,DP03_0052V,DP03_0053E,DP03_0053M,DP03_0053PE,DP03_0053PM,DP03_0053V,DP03_0054E,DP03_0054M,DP03_0054PE,DP03_0054PM,DP03_0054V,DP03_0055E,DP03_0055M,DP03_0055PE,DP03_0055PM,DP03_0055V,DP03_0056E,DP03_0056M,DP03_0056PE,DP03_0056PM,DP03_0056V,DP03_0057E,DP03_0057M,DP03_0057PE,DP03_0057PM,DP03_0057V,DP03_0058E,DP03_0058M,DP03_0058PE,DP03_0058PM,DP03_0058V,DP03_0059E,DP03_0059M,DP03_0059PE,DP03_0059PM,DP03_0059V,DP03_0060E,DP03_0060M,DP03_0060PE,DP03_0060PM,DP03_0060V,DP03_0061E,DP03_0061M,DP03_0061PE,DP03_0061PM,DP03_0061V,DP03_0064E,DP03_0064M,DP03_0064PE,DP03_0064PM,DP03_0064V,DP03_0066E,DP03_0066M,DP03_0066PE,DP03_0066PM,DP03_0066V,DP03_0068E,DP03_0068M,DP03_0068PE,DP03_0068PM,DP03_0068V,DP03_0070E,DP03_0070M,DP03_0070PE,DP03_0070PM,DP03_0070V,DP03_0072E,DP03_0072M,DP03_0072PE,DP03_0072PM,DP03_0072V,DP03_0074E,DP03_0074M,DP03_0074PE,DP03_0074PM,DP03_0074V,DP04_0074E,DP04_0074M,DP04_0074PE,DP04_0074PM,DP04_0074V,DP04_0108E,DP04_0108M,DP04_0108PE,DP04_0108PM,DP04_0108V,DP04_0109E,DP04_0109M,DP04_0109PE,DP04_0109PM,DP04_0109V,DP04_0110E,DP04_0110M,DP04_0110PE,DP04_0110PM,DP04_0110V,DP04_0111E,DP04_0111M,DP04_0111PE,DP04_0111PM,DP04_0111V,DP04_0112E,DP04_0112M,DP04_0112PE,DP04_0112PM,DP04_0112V,DP04_0113E,DP04_0113M,DP04_0113PE,DP04_0113PM,DP04_0113V,DP04_0134E,DP04_0134M,DP04_0134PE,DP04_0134PM,DP04_0134V,DP04_0135E,DP04_0135M,DP04_0135PE,DP04_0135PM,DP04_0135V,DP04_0136E,DP04_0136M,DP04_0136PE,DP04_0136PM,DP04_0136V,DP04_0137E,DP04_0137M,DP04_0137PE,DP04_0137PM,DP04_0137V,DP04_0138E,DP04_0138M,DP04_0138PE,DP04_0138PM,DP04_0138V,DP04_0139E,DP04_0139M,DP04_0139PE,DP04_0139PM,DP04_0139V,DP04_0140E,DP04_0140M,DP04_0140PE,DP04_0140PM,DP04_0140V,DP05_0002E,DP05_0002M,DP05_0002PE,DP05_0002PM,DP05_0002V,DP05_0003E,DP05_0003M,DP05_0003PE,DP05_0003PM,DP05_0003V,DP05_0004E,DP05_0004M,DP05_0004PE,DP05_0004PM,DP05_0004V,DP05_0005E,DP05_0005M,DP05_0005PE,DP05_0005PM,DP05_0005V,DP05_0006E,DP05_0006M,DP05_0006PE,DP05_0006PM,DP05_0006V,DP05_0007E,DP05_0007M,DP05_0007PE,DP05_0007PM,DP05_0007V,DP05_0008E,DP05_0008M,DP05_0008PE,DP05_0008PM,DP05_0008V,DP05_0009E,DP05_0009M,DP05_0009PE,DP05_0009PM,DP05_0009V,DP05_0010E,DP05_0010M,DP05_0010PE,DP05_0010PM,DP05_0010V,DP05_0011E,DP05_0011M,DP05_0011PE,DP05_0011PM,DP05_0011V,DP05_0012E,DP05_0012M,DP05_0012PE,DP05_0012PM,DP05_0012V,DP05_0013E,DP05_0013M,DP05_0013PE,DP05_0013PM,DP05_0013V,DP05_0014E,DP05_0014M,DP05_0014PE,DP05_0014PM,DP05_0014V,DP05_0015E,DP05_0015M,DP05_0015PE,DP05_0015PM,DP05_0015V,DP05_0016E,DP05_0016M,DP05_0016PE,DP05_0016PM,DP05_0016V,DP05_0018E,DP05_0018M,DP05_0018PE,DP05_0018PM,DP05_0018V,DP05_0021E,DP05_0021M,DP05_0021PE,DP05_0021PM,DP05_0021V,DP05_0030E,DP05_0030M,DP05_0030PE,DP05_0030PM,DP05_0030V,DP05_0032E,DP05_0032M,DP05_0032PE,DP05_0032PM,DP05_0032V,DP05_0033E,DP05_0033M,DP05_0033PE,DP05_0033PM,DP05_0033V,DP05_0034E,DP05_0034M,DP05_0034PE,DP05_0034PM,DP05_0034V,DP05_0039E,DP05_0039M,DP05_0039PE,DP05_0039PM,DP05_0039V,DP05_0047E,DP05_0047M,DP05_0047PE,DP05_0047PM,DP05_0047V,DP05_0052E,DP05_0052M,DP05_0052PE,DP05_0052PM,DP05_0052V,DP05_0066E,DP05_0066M,DP05_0066PE,DP05_0066PM,DP05_0066V,DP05_0071E,DP05_0071M,DP05_0071PE,DP05_0071PM,DP05_0071V,DP05_0072E,DP05_0072M,DP05_0072PE,DP05_0072PM,DP05_0072V,DP05_0073E,DP05_0073M,DP05_0073PE,DP05_0073PM,DP05_0073V,DP05_0074E,DP05_0074M,DP05_0074PE,DP05_0074PM,DP05_0074V,DP05_0075E,DP05_0075M,DP05_0075PE,DP05_0075PM,DP05_0075V,DP05_0076E,DP05_0076M,DP05_0076PE,DP05_0076PM,DP05_0076V,DP05_0077E,DP05_0077M,DP05_0077PE,DP05_0077PM,DP05_0077V,DP05_0078E,DP05_0078M,DP05_0078PE,DP05_0078PM,DP05_0078V
Staten Island,Staten Island,466034,0.0,100.0,0.0,0.0,377119,118.0,80.92,0.03,0.02,119693,1707.0,31.74,0.45,0.87,199235,2391.0,52.83,0.63,0.73,25044,904.0,6.64,0.24,2.19,6929,531.0,1.84,0.14,4.66,26218,991.0,6.95,0.26,2.3,458361,876.0,98.35,0.19,0.12,50626,2745.0,11.05,0.6,3.3,31130,2341.0,6.79,0.51,4.57,376605,3156.0,82.16,0.67,0.51,26078,1115.0,15.93,0.67,2.6,60845,1500.0,37.16,0.88,1.5,56058,1225.0,34.23,0.71,1.33,15423,762.0,9.42,0.46,3.0,5343,457.0,3.26,0.28,5.2,35836,1281.0,21.88,0.77,2.17,45277,1305.0,27.65,0.78,1.75,29196,1099.0,17.83,0.66,2.29,53438,1147.0,32.63,0.67,1.3,163747,1082.0,100.0,0.007,0.4,141868,1199.0,86.64,0.46,0.51,1606,237.0,0.98,0.14,8.97,5079,438.0,3.1,0.27,5.24,14262,722.0,8.71,0.44,3.08,40,38.0,0.02,0.02,57.75,103,67.0,0.06,0.04,39.54,16,27.0,0.01,0.02,102.58,310,138.0,0.19,0.08,27.06,463,115.0,0.28,0.07,15.1,163747,1082.0,100.0,0.007,0.4,62495,1131.0,38.17,0.64,1.1,41967,781.0,25.63,0.45,1.13,122680,1448.0,26.32,0.31,0.72,7152,605.0,5.83,0.49,5.14,6262,497.0,5.1,0.4,4.82,47820,851.0,38.98,0.52,1.08,27088,831.0,22.08,0.63,1.86,34358,1307.0,28.01,1.01,2.31,313545,67.0,67.28,0.01,0.01,15901,995.0,5.07,0.32,3.8,23666,1296.0,7.55,0.41,3.33,104700,2030.0,33.39,0.65,1.18,56011,1589.0,17.86,0.51,1.72,22539,968.0,7.19,0.31,2.61,54505,1464.0,17.38,0.47,1.63,36223,1477.0,11.55,0.47,2.48,356229,222.0,76.44,0.05,0.04,21416,746.0,6.01,0.21,2.12,460487,586.0,98.81,0.13,0.08,429973,2535.0,93.37,0.54,0.36,29350,2274.0,6.37,0.49,4.71,1164,277.0,0.25,0.06,14.47,466034,0.0,100.0,0.0,0.0,368632,2519.0,79.1,0.54,0.42,358852,2543.0,77.0,0.55,0.43,334805,2497.0,71.84,0.54,0.45,24047,1195.0,5.16,0.26,3.02,9780,927.0,2.1,0.2,5.76,97402,2519.0,20.9,0.54,1.57,61074,1977.0,62.7,1.22,1.97,36328,1945.0,37.3,1.75,3.25,34900,1846.0,35.83,1.65,3.22,28973,863.0,29.75,0.44,1.81,8286,1093.0,8.51,1.1,8.02,44,40.0,0.05,0.04,55.26,24737,1651.0,25.4,1.56,4.06,462,155.0,0.47,0.16,20.4,437689,92.0,93.92,0.02,0.01,50123,1934.0,11.45,0.44,2.35,370799,451.0,79.56,0.1,0.07,222747,1855.0,60.07,0.49,0.51,206836,2008.0,55.78,0.54,0.59,15166,688.0,4.09,0.19,2.76,745,169.0,0.2,0.05,13.79,148052,1882.0,39.93,0.51,0.77,,,6.81,0.3,2.76,203163,2040.0,43.59,0.44,0.61,111837,2167.0,55.05,0.91,1.18,17885,1200.0,8.8,0.58,4.08,61515,1953.0,30.28,0.91,1.93,5366,642.0,2.64,0.31,7.27,4521,425.0,2.23,0.21,5.71,206836,2008.0,44.38,0.43,0.59,85,51.0,0.04,0.02,36.47,15187,1050.0,7.34,0.5,4.2,6236,539.0,3.01,0.26,5.25,3979,429.0,1.92,0.21,6.55,19857,1010.0,9.6,0.48,3.09,14404,786.0,6.96,0.37,3.32,5304,530.0,2.56,0.26,6.07,24084,1272.0,11.64,0.6,3.21,21763,1034.0,10.52,0.49,2.89,57462,1398.0,27.78,0.62,1.48,12511,873.0,6.05,0.42,4.24,9859,752.0,4.77,0.36,4.64,16105,946.0,7.79,0.45,3.57,10118,821.0,6.18,0.5,4.93,6270,620.0,3.83,0.38,6.01,12988,742.0,7.93,0.45,3.47,11592,677.0,7.08,0.41,3.55,16374,866.0,10.0,0.52,3.22,26942,800.0,16.45,0.48,1.81,24119,936.0,14.73,0.56,2.36,29813,1212.0,18.21,0.73,2.47,14840,818.0,9.06,0.5,3.35,10691,647.0,6.53,0.39,3.68,129388,1247.0,79.02,0.55,0.59,46960,1002.0,28.68,0.58,1.3,33525,1106.0,20.47,0.66,2.01,7399,536.0,4.52,0.33,4.4,4817,515.0,2.94,0.31,6.5,15556,831.0,9.5,0.5,3.25,2785,361.0,1.7,0.22,7.88,82242,1391.0,50.23,0.78,1.03,21220,962.0,25.8,1.09,2.76,11272,751.0,13.71,0.88,4.05,10140,627.0,12.33,0.73,3.76,7339,551.0,8.92,0.65,4.56,32271,1201.0,39.24,1.3,2.26,45302,1560.0,27.67,0.93,2.09,5361,574.0,11.83,1.2,6.51,5769,575.0,12.73,1.19,6.06,4941,561.0,10.91,1.18,6.9,4499,595.0,9.93,1.27,8.04,4285,462.0,9.46,0.97,6.55,20447,1111.0,45.13,1.9,3.3,226036,89.0,48.5,0.02,0.02,239998,89.0,51.5,0.02,0.02,28345,92.0,6.08,0.02,0.2,29250,841.0,6.28,0.18,1.75,31320,834.0,6.72,0.18,1.62,32707,84.0,7.02,0.02,0.16,30867,75.0,6.62,0.02,0.15,59868,112.0,12.85,0.02,0.11,66755,51.0,14.32,0.01,0.05,71097,92.0,15.26,0.02,0.08,31052,909.0,6.66,0.2,1.78,26246,897.0,5.63,0.19,2.08,31792,21.0,6.82,0.0,0.04,19127,475.0,4.1,0.1,1.51,7608,461.0,1.63,0.1,3.68,356974,120.0,76.6,0.03,0.02,58527,65.0,12.56,0.01,0.07,8090,942.0,1.74,0.2,7.08,354417,1936.0,76.05,0.42,0.33,47609,998.0,10.22,0.21,1.27,916,263.0,0.2,0.06,17.45,36237,487.0,7.78,0.1,0.82,0,,0.0,,,18765,1970.0,4.03,0.42,6.38,78238,0.0,16.79,0.0,0.0,387796,0.0,83.21,0.0,0.0,301599,326.0,64.72,0.07,0.07,44302,774.0,9.51,0.17,1.06,488,190.0,0.1,0.04,23.67,35500,371.0,7.62,0.08,0.64,0,,0.0,,,1172,515.0,0.25,0.11,26.71,4735,725.0,1.02,0.16,9.31
The Bronx,The Bronx,1374593,0.0,100.0,0.0,0.0,1071339,0.0,77.94,0.0,0.0,517533,3528.0,48.31,0.33,0.41,327258,4366.0,30.55,0.41,0.81,100562,2200.0,9.39,0.21,1.33,63074,1888.0,5.89,0.18,1.82,62912,1655.0,5.87,0.15,1.6,1338297,1868.0,97.36,0.14,0.08,381179,7082.0,28.48,0.53,1.13,177411,5328.0,13.26,0.4,1.83,779707,7345.0,58.26,0.54,0.57,279366,2684.0,59.2,0.51,0.58,143301,2658.0,30.37,0.55,1.13,39918,1279.0,8.46,0.27,1.95,7010,660.0,1.49,0.14,5.72,2328,336.0,0.49,0.07,8.77,140673,2301.0,29.81,0.47,0.99,118412,2315.0,25.09,0.48,1.19,87639,1926.0,18.57,0.4,1.34,125199,1969.0,26.53,0.4,0.96,471923,1966.0,100.0,0.004,0.25,150440,2512.0,31.88,0.52,1.02,5499,428.0,1.17,0.09,4.73,34105,1207.0,7.23,0.25,2.15,271743,3333.0,57.58,0.66,0.75,529,187.0,0.11,0.04,21.49,192,99.0,0.04,0.02,31.34,69,48.0,0.01,0.01,42.29,4584,467.0,0.97,0.1,6.19,4762,435.0,1.01,0.09,5.55,471923,1966.0,100.0,0.004,0.25,193873,2053.0,41.08,0.4,0.64,105566,981.0,22.37,0.19,0.56,398699,2546.0,29.0,0.19,0.39,22189,925.0,5.57,0.23,2.53,19505,950.0,4.89,0.24,2.96,165589,1261.0,41.53,0.17,0.46,93364,1436.0,23.42,0.33,0.93,98052,2142.0,24.59,0.51,1.33,847414,206.0,61.65,0.01,0.01,131162,2665.0,15.48,0.31,1.24,129996,2485.0,15.34,0.29,1.16,236036,3668.0,27.85,0.43,0.94,142258,2466.0,16.79,0.29,1.05,56374,1769.0,6.65,0.21,1.91,96107,2312.0,11.34,0.27,1.46,55481,1943.0,6.55,0.23,2.13,1003232,215.0,72.98,0.02,0.01,37866,1219.0,3.77,0.12,1.96,1354368,992.0,98.53,0.07,0.04,1189220,4684.0,87.81,0.34,0.24,152503,4710.0,11.26,0.35,1.88,12645,1250.0,0.93,0.09,6.01,1374593,0.0,100.0,0.0,0.0,921127,5491.0,67.01,0.4,0.36,807016,4922.0,58.71,0.36,0.37,723891,5039.0,52.66,0.37,0.42,83125,2271.0,6.05,0.17,1.66,114111,2674.0,8.3,0.19,1.42,453466,5491.0,32.99,0.4,0.74,198125,3787.0,43.69,0.65,1.16,255341,4557.0,56.31,0.74,1.08,30673,1671.0,6.76,0.36,3.31,36034,1187.0,7.95,0.24,2.0,41150,2211.0,9.07,0.48,3.27,147,77.0,0.03,0.02,31.84,344958,4820.0,76.07,0.53,0.85,504,180.0,0.11,0.04,21.71,1270688,0.0,92.44,0.0,0.0,319656,4519.0,25.16,0.36,0.86,1049705,960.0,76.36,0.07,0.06,624890,3659.0,59.53,0.34,0.36,543122,3876.0,51.74,0.37,0.43,81000,2075.0,7.72,0.2,1.56,768,215.0,0.07,0.02,17.02,424815,3810.0,40.47,0.36,0.55,,,12.96,0.32,1.56,524832,3889.0,38.18,0.28,0.45,127387,2450.0,24.27,0.43,1.17,29752,1524.0,5.67,0.29,3.11,301741,3684.0,57.49,0.56,0.74,40375,1838.0,7.69,0.35,2.77,15804,875.0,3.01,0.17,3.37,543122,3876.0,39.51,0.28,0.43,1171,583.0,0.22,0.11,30.27,27791,1571.0,5.12,0.29,3.44,20877,1207.0,3.84,0.22,3.51,11445,979.0,2.11,0.18,5.2,63394,2140.0,11.67,0.39,2.05,38440,1646.0,7.08,0.3,2.6,11265,801.0,2.07,0.15,4.32,39253,1417.0,7.23,0.26,2.19,43573,1688.0,8.02,0.31,2.35,175203,2736.0,32.26,0.45,0.95,54254,2050.0,9.99,0.37,2.3,34864,1586.0,6.42,0.29,2.77,21592,1091.0,3.98,0.2,3.07,76119,1954.0,16.13,0.41,1.56,41581,1493.0,8.81,0.31,2.18,66050,1893.0,14.0,0.4,1.74,53401,1750.0,11.32,0.37,1.99,65614,1768.0,13.9,0.37,1.64,73432,1448.0,15.56,0.3,1.2,41983,1413.0,8.9,0.3,2.05,36466,1581.0,7.73,0.33,2.64,10788,713.0,2.29,0.15,4.02,6489,575.0,1.38,0.12,5.39,349379,2239.0,74.03,0.36,0.39,111783,1412.0,23.69,0.28,0.77,53639,1219.0,11.37,0.25,1.38,51656,1611.0,10.95,0.34,1.9,36511,1230.0,7.74,0.26,2.05,147009,2211.0,31.15,0.45,0.91,23672,1165.0,5.02,0.25,2.99,58304,1447.0,12.35,0.3,1.51,14641,815.0,25.11,1.25,3.38,6210,505.0,10.65,0.82,4.94,5444,506.0,9.34,0.84,5.65,4921,489.0,8.44,0.81,6.04,27088,1121.0,46.46,1.54,2.52,361747,2346.0,76.65,0.38,0.39,39736,1430.0,10.98,0.39,2.19,38086,1286.0,10.53,0.35,2.05,39672,1492.0,10.97,0.41,2.29,40484,1646.0,11.19,0.45,2.47,32576,1330.0,9.01,0.36,2.48,171193,2121.0,47.32,0.5,0.75,644641,196.0,46.9,0.01,0.02,729952,196.0,53.1,0.01,0.02,103905,0.0,7.56,0.0,0.0,97502,1688.0,7.09,0.12,1.05,101847,1688.0,7.41,0.12,1.01,113833,122.0,8.28,0.01,0.07,110092,175.0,8.01,0.01,0.1,202068,76.0,14.7,0.01,0.02,189190,175.0,13.76,0.01,0.06,181858,129.0,13.23,0.01,0.04,71648,1300.0,5.21,0.09,1.1,58739,1311.0,4.27,0.1,1.36,78660,100.0,5.72,0.01,0.08,45461,727.0,3.31,0.05,0.97,19790,714.0,1.44,0.05,2.19,1004000,0.0,73.04,0.0,0.0,143911,74.0,10.47,0.01,0.03,45707,2528.0,3.33,0.18,3.36,309325,4842.0,22.5,0.35,0.95,477156,3246.0,34.71,0.24,0.41,7119,1010.0,0.52,0.07,8.62,48745,868.0,3.55,0.06,1.08,368,162.0,0.03,0.01,26.76,486173,6542.0,35.37,0.48,0.82,729048,0.0,53.04,0.0,0.0,645545,0.0,46.96,0.0,0.0,154240,751.0,11.22,0.05,0.3,417472,1300.0,30.37,0.09,0.19,2981,498.0,0.22,0.04,10.16,47497,826.0,3.46,0.06,1.06,158,98.0,0.01,0.01,37.71,10506,1270.0,0.76,0.09,7.35,12691,1467.0,0.92,0.11,7.03
